tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,userID
0.0,0.2097513519331779,0.0,0.0,0.0,0.421387423843983,0.0,0.0,0.0,0.5453824376738824,0.11115671889336015,0.0979221988423107,0.0,0.0,0.25249024852143,0.0,0.10674936881440387,0.0873843723695971,0.0,0.0,0.0,0.0,0.0,0.3011329869013392,0.0,0.0,0.0,0.2371822239826635,0.0,0.0,0.0,0.0,0.3074292301113304,0.2854674129574679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23636168368683194,2
0.0,0.0,0.0,0.0,0.0,0.6501517690176705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865695728217911,0.0,0.768608663260764,0.1797652265377122,0.0,0.0,0.0,0.0,0.0,0.1032473697152956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.1119982024221125,0.0,0.0,0.2145653003727544,0.1687520732006273,0.0,0.0,0.0,0.0582421539495239,0.0,0.0,0.0,0.0,0.359517161030698,0.0,0.0,0.0,0.0,0.20764194239782427,0.0,0.0,0.0,0.0,0.0886154548455965,0.0669950766976264,0.0,0.0633225542713065,0.0,0.0,0.0,0.4838192339558724,0.0547179963754609,0.2286409847182733,0.0637986575480023,0.24422600384397275,0.20834279384868679,0.0,0.0,0.0,0.579410753146848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06310348765433109,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5765727664322944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471570115179001,0.0,0.0,0.0,0.0,0.0,0.179197611402131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6965621197328487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5809435227981427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1609180499887328,0.0,0.0,0.0,0.0,0.4744568165636988,0.0,0.0,0.0,0.0,0.0,0.0,0.2003908600489695,0.23101751506448476,0.1713502915053377,0.0,0.31270222698664946,0.0,0.0,0.0,0.725158051825847,0.0,8
0.0,0.0,0.0,0.0,0.0744203684276882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519565984758877,0.0,0.0,0.0,0.0,0.5601481941606815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4195226998592776,0.0,0.2643413806246554,0.0,0.0,0.0,0.0,0.0,0.0,0.7070965508709642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
0.0,0.0,0.0,0.0,0.6457110689688356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14561157195531235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500336432908431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605442363092389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24575039981894256,0.1771162348443126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5037068227633792,0.0,0.0,0.0,0.1747590313878005,0.0,0.7885685797543077,0.1595586361638918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
