userID,sum_weight,mean_weight,num_artists,log_sum_weight,log_mean_weight
2,168737,3374.74,50,12.03610249509515,8.124369838532091
3,20501,410.02,50,9.928277721343347,6.018641875112774
4,26930,538.6,50,10.201033318424798,6.290828124333601
5,13159,263.18,50,9.484937204879309,5.576630688995717
6,1011,20.22,50,6.919683849847411,3.054944133185837
7,135399,2707.98,50,11.815988639460311,7.904327459259762
8,36279,725.58,50,10.499021904229073,6.5883485939472175
9,25597,511.94,50,10.150269502415737,6.240158879266198
10,28523,570.46,50,10.258501117148194,6.3481944895342695
11,42920,858.4,50,10.667116495634444,6.756234471340894
12,256144,5122.88,50,12.453498969364224,8.541667243538644
13,4211,84.22,50,8.345692873253865,4.445236148071766
14,34681,693.62,50,10.453976099358494,6.543364933445692
15,19863,397.26,50,9.896664327188002,5.987105058330529
16,14101,282.02,50,9.554071910278985,5.645517566524226
17,34839,696.78,50,10.458521430966439,6.5479038668343295
18,20311,406.22,50,9.918967123384514,6.009353579943722
20,9052,181.04,50,9.11085147347544,5.204226443148441
21,23493,469.86,50,10.064500348383831,6.154560809916804
22,61844,1236.88,50,11.03238653380911,7.121155518013356
23,16521,330.42,50,9.712448105122451,5.8033864532016475
24,60844,1216.88,50,11.016084925770901,7.104866921248727
25,23039,460.78,50,10.044987114809828,6.135088587190857
26,30657,613.14,50,10.330648918726054,6.420222915185438
27,5738,114.76,50,8.655040258108363,4.751519082323228
28,499,9.98,50,6.214608098422191,2.3960754360813845
29,7327,146.54,50,8.899457906353966,4.9940993254561565
30,17234,344.68,50,9.754697478950966,5.845513491623678
31,28034,560.68,50,10.241209008557773,6.330932292708994
32,33019,660.38,50,10.40486871747412,6.494328561203279
33,41460,829.2,50,10.632508505332279,6.721666635618939
34,38212,764.24,50,10.550931050837072,6.640189510115181
35,21,1.4,15,3.091042453358316,0.8754687373538999
36,28146,562.92,50,10.245196055952587,6.3349123974656205
37,15275,305.5,50,9.634038248345407,5.725217755376266
38,12113,247.20408163265307,49,9.402117087540892,5.514251317569428
39,3691,73.82,50,8.213923595622743,4.31508522892
40,21213,424.26,50,9.962416620065415,6.052700746578555
41,46822,936.44,50,10.754129814173721,6.843152755796479
42,21316,426.32,50,9.967260155433195,6.057533147077686
43,28525,570.5,50,10.258571231083367,6.348264483234865
44,16137,322.74,50,9.688932018408451,5.779940724505814
45,44341,886.82,50,10.699687588152155,6.788769019742498
46,76348,1526.96,50,11.243070212984057,7.331688791373344
47,50761,1015.22,50,10.834903322155352,6.9238451401310845
48,29346,586.92,50,10.286945605381202,6.376590884220616
49,7612,152.24,50,8.937612591306213,5.032005319832448
50,42435,848.7,50,10.655752337579163,6.7448833460094955
51,33637,672.74,50,10.423411659287378,6.512844279812502
52,8912,178.24,50,9.095266164130717,5.188725689917942
53,13791,275.82,50,9.531843992903474,5.623367475468556
54,23743,474.86,50,10.075085145967106,6.165123693323284
55,26787,535.74,50,10.195709305029942,6.2855138059379225
56,37899,757.98,50,10.542706391070517,6.631975426587317
57,49276,985.52,50,10.805212719730967,6.894183598952043
58,27367,547.34,50,10.21712972665744,6.306895532512165
59,90748,1814.96,50,11.415852732782637,7.504369532486935
60,3351,67.02,50,8.117312461601975,4.21980177957905
61,15962,319.24,50,9.678028823264478,5.769070714684318
62,16660,333.2,50,9.72082593792907,5.811739616161293
63,7902,158.04,50,8.974997713204976,5.069155742908264
64,13866,277.32,50,9.537267195753865,5.628771530843687
65,16406,328.12,50,9.705463352014883,5.796422425904647
66,27581,551.62,50,10.224918665034282,6.314670604378717
68,13200,264.0,50,9.488047863280759,5.579729825986222
69,17151,343.02,50,9.749870063870528,5.840699795218245
70,24578,491.56,50,10.109647698809924,6.199616280602955
71,12955,259.1,50,9.46931428029122,5.5610661724546055
72,837,16.74,50,6.731018100482083,2.8758219768814333
73,21119,422.38,50,9.957975737820197,6.048270120929434
74,52966,1059.32,50,10.8774243571031,6.966326028339917
75,25941,518.82,50,10.163618555900618,6.253482597804248
76,62052,1241.04,50,11.035744137570386,7.12451046809398
77,31308,626.16,50,10.351660875132662,6.44120169149225
78,10720,214.4,50,9.27995971385624,5.372496764722288
79,115330,2306.6,50,11.655561533953225,7.743963302382734
80,9658,193.16,50,9.175645402179295,5.268682561418346
81,11207,224.14,50,9.324383088016843,5.416722430926658
82,16256,325.12,50,9.696278864234223,5.78726541179471
83,47184,943.68,50,10.761831324455434,6.850846245808951
84,22743,454.86,50,10.032056653330836,6.1221857448309915
85,7940,158.8,50,8.97979449089521,5.073923033332174
86,23936,478.72,50,10.08318065797639,6.1732026003635205
87,2368,47.36,50,7.7702232041587855,3.878673025746592
88,1053,21.06,50,6.960347729101308,3.0937660138253564
89,47310,946.2,50,10.764498105582106,6.853510264129741
90,7766,155.32,50,8.957639268419648,5.051905188294473
91,59792,1195.84,50,10.998643876230847,7.087440029121588
92,859,17.18,50,6.756932389247553,2.900322088749333
94,12781,255.62,50,9.455793210210228,5.547596391466873
95,9028,180.56,50,9.10819689830748,5.201586177588265
96,1049,20.98,50,6.956545443151569,3.090132948975475
97,32434,648.68,50,10.386993365647156,6.476479933974155
98,8493,169.86,50,9.047115310873217,5.140844507723473
99,15815,316.3,50,9.668777364850452,5.75984769858915
100,10358,207.16,50,9.245610986058102,5.338307014764196
101,58107,1162.14,50,10.970058626992774,7.058878523605674
102,41734,834.68,50,10.639095384284838,6.728245764687989
103,4417,88.34,50,8.393442383980062,4.492449315923973
104,200979,4019.58,50,12.21096067960295,8.299181449812874
105,8433,168.66,50,9.040026434306505,5.1337964343795885
106,49460,989.2,50,10.808939759229288,6.897906942927323
107,277680,5553.6,50,12.53422825179683,8.622381692280367
108,24679,493.58,50,10.113748478019325,6.203708917553191
109,20118,402.36,50,9.909419921189237,5.999829463439609
110,85411,1708.22,50,11.355241885127805,7.443792405082172
111,25454,509.08,50,10.144667466336436,6.234567576161796
112,10,10.0,1,2.3978952727983707,2.3978952727983707
113,191781,3835.62,50,12.164114589269417,8.252347049637615
114,9823,196.46,50,9.192583650386924,5.285536032183304
115,99,1.98,50,4.605170185988092,1.091923300517313
116,20836,416.72,50,9.9444855315702,6.0348113516113475
117,23263,465.26,50,10.054662380333246,6.144743418449206
118,22848,456.96,50,10.036662631688545,6.126781844055611
119,25418,508.36,50,10.143252204866574,6.23315503570877
120,8744,174.88,50,9.076237387452702,5.169801944312609
121,30050,601.0,50,10.310651217279874,6.400257445308821
122,837,16.74,50,6.731018100482083,2.8758219768814333
123,93771,1875.42,50,11.448621582969409,7.5371209851056635
124,31736,634.72,50,10.365238471654884,6.454758214828619
125,37930,758.6,50,10.543523998690803,6.632791978938131
126,20342,406.84,50,9.920492151351953,6.010874940627805
127,34508,690.16,50,10.44897543856412,6.538371345444921
128,63420,1268.4,50,11.057550315864589,7.14629962687237
129,18546,370.92,50,9.828063329889288,5.918678777382329
130,17363,347.26,50,9.762154376419485,5.8529493272512365
131,7463,149.26,50,8.91784674252718,5.012367126941014
