userID,num_friends,mean_shared_artists_ratio,mean_shared_tags_ratio,log_num_friends,log_shared_artists_ratio,log_shared_tags_ratio
2,13,0.12615384615384614,0.12017167381974249,2.6390573296152584,0.11880815107162875,0.11348195375699284
3,7,0.014285714285714285,0.15819209039548024,2.0794415416798357,0.014184634991956432,0.14686024656457905
4,10,0.14285714285714285,0.27983539094650206,2.3978952727983707,0.13353139262452263,0.24673146883868566
5,7,0.08857142857142856,0.0,2.0794415416798357,0.08486622064324159,0.0
6,5,0.024,0.014814814814814814,1.791759469228055,0.023716526617316044,0.014706147389695464
7,18,0.3622222222222222,0.005649717514124294,2.9444389791664403,0.30911735317184597,0.005633817718256005
8,11,0.16727272727272727,0.11403508771929824,2.4849066497880004,0.15467002546344458,0.1079886380640958
9,3,0.04,0.08196721311475409,1.3862943611198906,0.039220713153281295,0.0787808778531143
10,5,0.04,0.06,1.791759469228055,0.039220713153281295,0.05826890812397577
11,29,0.25655172413793104,0.08113590263691683,3.4011973816621555,0.22837124240528353,0.07801225012315444
12,40,0.12187659357470679,0.33156498673740054,3.713572066704308,0.11500281315006095,0.28635493224371844
13,11,0.29818181818181816,0.16455696202531644,2.4849066497880004,0.2609646841130678,0.1523407245820188
14,8,0.065,0.14516129032258066,2.1972245773362196,0.06297479916138844,0.13554549199622387
15,21,0.07428571428571429,0.022018348623853212,3.091042453358316,0.07165598890643515,0.021779445264039948
16,24,0.05139372822299652,0.20816326530612242,3.2188758248682006,0.05011664421801978,0.18910124377933338
17,7,0.3,0.0,2.0794415416798357,0.262364264467491,0.0
18,10,0.07,0.0,2.3978952727983707,0.06765864847381481,0.0
20,2,0.03,0.017241379310344827,1.0986122886681098,0.0295588022415444,0.017094433359300117
21,9,0.21333333333333335,0.18095238095238095,2.302585092994046,0.1933713929805396,0.1663212154475135
22,15,0.07427785419532325,0.024096385542168676,2.772588722239781,0.0716486723061666,0.023810648693718534
23,2,0.1,0.5277777777777778,1.0986122886681098,0.09531017980432487,0.4238142467763609
24,26,0.2276923076923077,0.024523160762942784,3.295836866004329,0.20513623456012597,0.024227295335324247
25,18,0.24129930394431554,0.066006600660066,2.9444389791664403,0.21615865679225876,0.0639195177132874
26,5,0.10800000000000001,0.21052631578947367,1.791759469228055,0.10255658832509208,0.19105523676270922
27,4,0.04,0.07692307692307693,1.6094379124341003,0.039220713153281295,0.07410797215372189
28,1,0.14,0.0,0.6931471805599453,0.13102826240640408,0.0
29,1,0.18,0.0,0.6931471805599453,0.16551443847757338,0.0
30,17,0.2164705882352941,0.07317073170731707,2.8903717578961645,0.19595370558401232,0.07061756721395335
31,28,0.135,0.27353463587921845,3.367295829986474,0.126632650933366,0.24179621245992997
32,5,0.168,0.010752688172043012,1.791759469228055,0.15529288440603534,0.01069528911674796
33,7,0.10060975609756098,0.10869565217391304,2.0794415416798357,0.0958643499487372,0.10318423623523076
34,1,0.14,0.0,0.6931471805599453,0.13102826240640408,0.0
35,1,0.02,0.05263157894736842,0.6931471805599453,0.019802627296179712,0.051293294387550536
36,3,0.28,0.13636363636363635,1.3862943611198906,0.2468600779315258,0.1278333715098849
37,7,0.06571428571428571,0.0,2.0794415416798357,0.06364526516035618,0.0
38,1,0.24,0.0,0.6931471805599453,0.2151113796169455,0.0
39,4,0.022598870056497175,0.16666666666666666,1.6094379124341003,0.022347298691996604,0.15415067982725827
40,11,0.05313092979127135,0.2839506172839506,2.4849066497880004,0.05176756520507219,0.24994174446893389
41,2,0.19,0.28,1.0986122886681098,0.17395330712343804,0.2468600779315258
42,2,0.27,0.01,1.0986122886681098,0.23901690047049992,0.009950330853168083
43,26,0.12396006655574042,0.26436781609195403,3.295836866004329,0.11685822286504595,0.2345722471378325
44,7,0.09428571428571429,0.048,2.0794415416798357,0.09010183469718663,0.046883585898850416
45,14,0.3089802130898021,0.26223776223776224,2.70805020110221,0.2692483707629429,0.23288614751302833
46,84,0.35091083413231067,0.20588235294117646,4.442651256490317,0.3007790568979078,0.18721154208814642
47,23,0.2851952770208901,0.17684210526315788,3.1780538303479458,0.25091067335465805,0.16283466912045794
48,23,0.19553072625698323,0.11809523809523811,3.1780538303479458,0.17859020918109647,0.11162655723647272
49,41,0.10557474099654662,0.2839657282741738,3.7376696182833684,0.10036532734892696,0.2499535135362943
50,8,0.14432989690721648,0.125,2.1972245773362196,0.1348192228089513,0.11778303565638346
51,35,0.12514285714285714,0.1412639405204461,3.58351893845611,0.1179100117215658,0.13213636798535805
52,2,0.01,0.045454545454545456,1.0986122886681098,0.009950330853168083,0.04445176257083384
53,11,0.2290909090909091,0.0132890365448505,2.4849066497880004,0.20627479781644747,0.013201511858535898
54,6,0.2866666666666667,0.08139534883720931,1.9459101490553132,0.2520548948086298,0.07825219689974822
55,1,0.22,0.0,0.6931471805599453,0.1988508587451652,0.0
56,8,0.0875,0.0,2.1972245773362196,0.08388148398070211,0.0
57,27,0.19832189168573608,0.10042735042735043,3.332204510175204,0.1809221544919213,0.09569860474608942
58,77,0.24954462659380688,0.1782312925170068,4.356708826689592,0.22277918621635456,0.1640144093495985
59,47,0.08560140474100088,0.12093023255813953,3.871201010907891,0.08213412351428877,0.1141589053629922
60,3,0.02666666666666667,0.10810810810810811,1.3862943611198906,0.02631730831737341,0.10265415406008337
61,2,0.15,0.3448275862068966,1.0986122886681098,0.1397619423751587,0.29626581614317243
62,18,0.13444444444444445,0.23943661971830985,2.9444389791664403,0.12614305484035482,0.21465693743689102
63,16,0.21375,0.3047619047619048,2.833213344056216,0.1937147406233976,0.26602057567060156
64,8,0.0775,0.0364963503649635,2.1972245773362196,0.0746435429957658,0.03584613177313581
65,5,0.192,0.04040404040404041,1.791759469228055,0.17563256864315802,0.03960913809504585
66,9,0.27111111111111114,0.010169491525423728,2.302585092994046,0.23989140861543248,0.010118130165584624
68,6,0.38666666666666666,0.025641025641025644,1.9459101490553132,0.3269027856050622,0.025317807984289876
69,4,0.12,0.043478260869565216,1.6094379124341003,0.11332868530700317,0.04255961441879593
70,6,0.19333333333333333,0.11392405063291139,1.9459101490553132,0.17675051174449924,0.10788896201118497
71,4,0.1694915254237288,0.06299212598425197,1.6094379124341003,0.15656906069153992,0.061087691979838175
72,4,0.305,0.07751937984496124,1.6094379124341003,0.26620304077465673,0.07466152876901964
73,8,0.115,0.0,2.1972245773362196,0.10885440491208209,0.0
74,4,0.11920529801324503,0.06153846153846154,1.6094379124341003,0.11261887810814915,0.05971923470162228
75,11,0.2714570858283433,0.091324200913242,2.4849066497880004,0.24016355448729854,0.08739182211500984
76,4,0.11,0.016129032258064516,1.6094379124341003,0.10436001532424277,0.016000341346441134
77,4,0.07,0.19230769230769232,1.6094379124341003,0.06765864847381481,0.17589066646366422
78,81,0.03424143964008998,0.05425867507886435,4.406719247264253,0.033668249448253314,0.05283784228401272
79,46,0.19544259421560034,0.12740384615384615,3.8501476017100584,0.17851648854133176,0.11991750818501608
80,13,0.10793650793650794,0.07267441860465117,2.6390573296152584,0.1024992833767941,0.07015498666712884
81,2,0.08,0.0,1.0986122886681098,0.07696104113612832,0.0
82,1,0.02,0.2,0.6931471805599453,0.019802627296179712,0.18232155679395465
83,3,0.09333333333333334,0.0,1.3862943611198906,0.08923113372794268,0.0
84,4,0.285,0.0851063829787234,1.6094379124341003,0.2507587183471831,0.08167803101426718
85,13,0.043076923076923075,0.12365591397849461,2.6390573296152584,0.042174925050712776,0.11658757825160974
86,2,0.1,0.019230769230769232,1.0986122886681098,0.09531017980432487,0.01904819497069448
87,9,0.20444444444444446,0.2347826086956522,2.302585092994046,0.1860184186752808,0.2108949292380107
88,1,0.14,0.0,0.6931471805599453,0.13102826240640408,0.0
89,2,0.21,0.0,1.0986122886681098,0.19062035960864973,0.0
90,7,0.06857142857142857,0.004524886877828055,2.0794415416798357,0.06632264293107258,0.0045146803545266295
91,4,0.1,0.046153846153846156,1.6094379124341003,0.09531017980432487,0.045120435280469585
92,1,0.08,0.16666666666666666,0.6931471805599453,0.07696104113612832,0.15415067982725827
94,4,0.18,0.0,1.6094379124341003,0.16551443847757338,0.0
95,6,0.3103448275862069,0.03614457831325301,1.9459101490553132,0.27029032973991174,0.03550668845690981
96,5,0.128,0.017543859649122806,1.791759469228055,0.12044615307586716,0.017391742711869183
97,1,0.1,0.0,0.6931471805599453,0.09531017980432487,0.0
98,12,0.26737967914438504,0.05533596837944663,2.5649493574615367,0.23695152428054458,0.05385916967272929
99,39,0.1641025641025641,0.15947712418300652,3.6888794541139363,0.15195045891765585,0.14796914848304363
100,1,0.14,0.058823529411764705,0.6931471805599453,0.13102826240640408,0.05715841383994861
101,15,0.184,0.34203655352480417,2.772588722239781,0.16889853646181394,0.2941882762745191
102,2,0.18888888888888888,0.0,1.0986122886681098,0.1730191641316411,0.0
103,2,0.21,0.16666666666666666,1.0986122886681098,0.19062035960864973,0.15415067982725827
104,6,0.07633587786259542,0.1328125,1.9459101490553132,0.07356256717701674,0.12470347850095724
105,4,0.125,0.0,1.6094379124341003,0.11778303565638346,0.0
106,1,0.02,0.375,0.6931471805599453,0.019802627296179712,0.3184537311185346
107,24,0.11083333333333334,0.0395010395010395,3.2188758248682006,0.105110484402617,0.03874082831643056
108,7,0.05198776758409786,0.009803921568627453,2.0794415416798357,0.05068148647614496,0.009756174945364692
109,11,0.18363636363636363,0.18702290076335878,2.4849066497880004,0.16859136398205263,0.17144840841813727
110,29,0.24149895905621097,0.14731369150779897,3.4011973816621555,0.21631948750919705,0.13742328942890863
111,11,0.09922178988326848,0.09547738693467336,2.4849066497880004,0.09460246569127584,0.09119023806459661
112,5,0.0,0.06896551724137931,1.791759469228055,0.0,0.06669137449867223
113,5,0.10747663551401869,0.01694915254237288,1.791759469228055,0.1020841261132797,0.016807118316381237
114,11,0.2672727272727273,0.18859649122807018,2.4849066497880004,0.23686713253400726,0.17277319192526014
115,5,0.11200000000000002,0.0625,1.791759469228055,0.10616019582839066,0.06062462181643484
116,4,0.165,0.0,1.6094379124341003,0.1527210870176639,0.0
117,11,0.22363636363636363,0.23630136986301367,2.4849066497880004,0.2018270514182112,0.21212415606459917
118,3,0.16666666666666666,0.2916666666666667,1.3862943611198906,0.15415067982725827,0.25593337413720063
119,5,0.13089005235602094,0.10638297872340426,1.791759469228055,0.12300497963753514,0.10109611687136877
120,45,0.26590909090909093,0.17733333333333334,3.828641396489095,0.2357905130149772,0.16325199407360388
121,22,0.2081818181818182,0.04330708661417323,3.1354942159291497,0.18911659992678342,0.042395558967685626
122,19,0.024210526315789474,0.0,2.995732273553991,0.023922097591418546,0.0
123,1,0.0,0.0,0.6931471805599453,0.0,0.0
124,22,0.1509090909090909,0.23577235772357727,3.1354942159291497,0.14055214391765958,0.21169616547385892
125,17,0.12588235294117647,0.10810810810810811,2.8903717578961645,0.11856704196859214,0.10265415406008337
126,5,0.26,0.0,1.791759469228055,0.23111172096338664,0.0
127,25,0.08475957620211899,0.09659090909090909,3.258096538021482,0.08135837368420021,0.09220619386673377
128,31,0.06882022471910113,0.020860495436766623,3.4657359027997265,0.06655544644971007,0.020645894623546913
129,75,0.2778384279475983,0.09627547434996486,4.330733340286331,0.2451699222568352,0.09191850215373036
130,23,0.3382608695652174,0.06682577565632458,3.1780538303479458,0.2913709124815835,0.0646876746914311
131,2,0.16,0.17647058823529413,1.0986122886681098,0.1484200051182733,0.1625189294977749
132,32,0.36025641025641025,0.06,3.4965075614664802,0.3076732189303457,0.05826890812397577
133,51,0.3023529411764706,0.09592061742006615,3.9512437185814275,0.2641725832242748,0.09159475654143742
134,19,0.29473684210526313,0.037900874635568516,2.995732273553991,0.25830746377187663,0.037200283686090546
135,8,0.0825,0.1656441717791411,2.1972245773362196,0.07927318089450787,0.1532738713537238
136,52,0.32082043343653244,0.0038314176245210726,3.970291913552122,0.27825308400421456,0.0038240964384034432
137,3,0.16,0.11688311688311688,1.3862943611198906,0.1484200051182733,0.11054187439982388
139,7,0.13142857142857142,0.09039548022598869,2.0794415416798357,0.12348105677102117,0.08654045633105639
140,3,0.07333333333333333,0.06756756756756757,1.3862943611198906,0.07076907088820725,0.06538275926285174
141,3,0.16,0.009259259259259259,1.3862943611198906,0.1484200051182733,0.009216655104924006
142,49,0.10489795918367346,0.19352088661551578,3.912023005428146,0.09975298607552852,0.17690766694987453
143,66,0.04424242424242424,0.05108273181565797,4.204692619390966,0.04329166963330333,0.04982080603336678
144,30,0.3213802435723951,0.027149321266968326,3.4339872044851463,0.27867682936853183,0.026787315963649857
145,41,0.20447761194029848,0.10966057441253264,3.7376696182833684,0.18604595588493703,0.10405417974377085
146,50,0.33252032520325203,0.0737527114967462,3.9318256327243257,0.2870721303773665,0.07115971957204177
147,12,0.3147208121827411,0.19291338582677164,2.5649493574615367,0.27362433296154925,0.17639853849083256
148,1,0.0,0.0,0.6931471805599453,0.0,0.0
149,14,0.08280254777070063,0.3023255813953488,2.70805020110221,0.0795526317019537,0.26415157504158676
150,48,0.22291666666666668,0.13878326996197718,3.8918202981106265,0.20123871592615986,0.1299603853777395
151,1,0.08,0.0,0.6931471805599453,0.07696104113612832,0.0
152,14,0.19714285714285715,0.0673076923076923,2.70805020110221,0.1799377654386784,0.06513930217096146
153,3,0.03333333333333333,0.037037037037037035,1.3862943611198906,0.032789822822990866,0.03636764417087485
154,3,0.07333333333333333,0.0410958904109589,1.3862943611198906,0.07076907088820725,0.04027389913793995
155,2,0.09,0.023809523809523808,1.0986122886681098,0.08617769624105233,0.023530497410194116
156,1,0.18,0.0,0.6931471805599453,0.16551443847757338,0.0
157,29,0.21163279607568325,0.12568306010928962,3.4011973816621555,0.1919688682064541,0.11839001594816013
158,35,0.10578609000584453,0.04103967168262654,3.58351893845611,0.10055647571963011,0.040219898111907335
159,9,0.18,0.275,2.302585092994046,0.16551443847757338,0.24294617861038947
161,10,0.048,0.04838709677419355,2.3978952727983707,0.046883585898850416,0.04725288485054555
162,63,0.12017994858611825,0.03786008230452675,4.1588830833596715,0.113489340781684,0.037160980190270726
163,3,0.3933333333333333,0.0,1.3862943611198906,0.33169895786855524,0.0
164,3,0.0857142857142857,0.109375,1.3862943611198906,0.08223809823697208,0.10379679368164356
166,1,0.28,0.0,0.6931471805599453,0.2468600779315258,0.0
168,3,0.14666666666666667,0.09523809523809523,1.3862943611198906,0.1368591827171973,0.09097177820572669
170,11,0.06909090909090909,0.43983402489626555,2.4849066497880004,0.06680866967211031,0.3645278464562042
171,1,0.06,0.8571428571428571,0.6931471805599453,0.05826890812397577,0.6190392084062234
172,13,0.09230769230769233,0.16433566433566432,2.6390573296152584,0.08829260714567834,0.15215067916059122
173,5,0.152,0.03816793893129771,1.791759469228055,0.1414995622736995,0.037457562534900464
174,2,0.09,0.08695652173913043,1.0986122886681098,0.08617769624105233,0.08338160893905106
175,7,0.26857142857142857,0.023076923076923078,2.0794415416798357,0.2378914079487654,0.022814677766171344
176,1,0.1,0.0,0.6931471805599453,0.09531017980432487,0.0
177,14,0.13428571428571429,0.26291079812206575,2.70805020110221,0.12600312620373105,0.23341921389241402
178,1,0.04,0.0,0.6931471805599453,0.039220713153281295,0.0
179,97,0.22862017487737257,0.11588411588411589,4.584967478670572,0.2058917306427968,0.10964701975398013
180,2,0.03,0.021739130434782608,1.0986122886681098,0.0295588022415444,0.021506205220963588
181,7,0.09634551495016612,0.08,2.0794415416798357,0.0919823897116502,0.07696104113612832
182,2,0.02,0.0,1.0986122886681098,0.019802627296179712,0.0
183,23,0.12,0.0,3.1780538303479458,0.11332868530700317,0.0
184,1,0.02,0.0,0.6931471805599453,0.019802627296179712,0.0
185,2,0.33,0.0,1.0986122886681098,0.2851789422336624,0.0
186,4,0.16,0.0989010989010989,1.6094379124341003,0.1484200051182733,0.09431067947124133
187,8,0.205,0.08527131782945736,2.1972245773362196,0.18647956694261833,0.08183001824763218
188,2,0.04,0.0,1.0986122886681098,0.039220713153281295,0.0
189,1,0.06,0.0,0.6931471805599453,0.05826890812397577,0.0
190,2,0.01,0.15789473684210525,1.0986122886681098,0.009950330853168083,0.1466034741918754
191,9,0.13111111111111112,0.0,2.302585092994046,0.1232004337861573,0.0
192,4,0.04,0.1619047619047619,1.6094379124341003,0.039220713153281295,0.15006069457573318
193,15,0.1,0.0599250936329588,2.772588722239781,0.09531017980432487,0.058198239242988094
194,1,0.16,0.0,0.6931471805599453,0.1484200051182733,0.0
195,30,0.166,0.053086419753086415,3.4339872044851463,0.15357908792830066,0.05172529982519466
196,8,0.09322033898305085,0.28294573643410853,2.1972245773362196,0.08912777989600736,0.24915879045544548
198,56,0.06797528171573973,0.10396825396825397,4.04305126783455,0.06576459580924807,0.09891119197791923
200,4,0.07,0.09803921568627451,1.6094379124341003,0.06765864847381481,0.09352605801082346
201,6,0.055776892430278883,0.0,1.9459101490553132,0.05427688685443832,0.0
202,13,0.11076923076923076,0.0030959752321981426,2.6390573296152584,0.10505277600314343,0.003091192569672844
203,9,0.08222222222222222,0.32323232323232326,2.302585092994046,0.07901654031822436,0.2800774730665616
204,2,0.12,0.13636363636363635,1.0986122886681098,0.11332868530700317,0.1278333715098849
205,5,0.2,0.3018867924528302,1.791759469228055,0.18232155679395465,0.26381459104513755
206,8,0.08,0.035175879396984924,2.1972245773362196,0.07696104113612832,0.03457134406508868
