userID,sum_weight,mean_weight,num_artists,log_sum_weight,log_mean_weight
2,0.35150280395636996,0.09828240160806362,1.0,0.9106034471694157,0.7621298938445368
3,0.04270096409435959,0.01191540187024791,1.0,0.7303755519001858,0.5461710532754709
4,0.05609370963844379,0.01566114137559356,1.0,0.7536973041620654,0.5740858778975094
5,0.02740627786249365,0.007637719579339878,1.0,0.6924680706119448,0.5008393556722374
6,0.002099842511811614,0.0005599091094473738,1.0,0.47312810518075343,0.24222071436065806
7,0.2820538459615529,0.07885862440644391,1.0,0.8917827855021506,0.7395628301358197
8,0.0755693323000775,0.021108165583942674,1.0,0.7791765832285911,0.604598924587067
9,0.05331683457074053,0.014884493256037521,1.0,0.7493567841012526,0.5688893512770918
10,0.05941221075086035,0.016589273749526616,1.0,0.7586110429788068,0.5799692464672467
11,0.08940371138831255,0.02497742301978035,1.0,0.793549378724873,0.6218169318794169
12,0.5335870643035107,0.14920849477088008,1.0,0.9462926035865374,0.8049270002719777
13,0.00876600921597547,0.00242433070177994,1.0,0.5950578823253776,0.3848060135080614
14,0.07224041530218567,0.020177120051271594,1.0,0.7753249772015481,0.5999854990471947
15,0.04137189710771692,0.011543682815276604,1.0,0.727672473559953,0.5429367065289551
16,0.029368630686031884,0.008186558685582776,1.0,0.6983793790847377,0.5079042427136399
17,0.07256955728320376,0.020269175867393015,1.0,0.775713622196712,0.600451002098424
18,0.042305160446299866,0.011804701838203164,1.0,0.7295794565630805,0.545218466098771
20,0.01885066953311835,0.00524485099193055,1.0,0.6604821651131852,0.46264639316554146
21,0.0489338299627528,0.01365863605907886,1.0,0.7420231602143496,0.5601106010620696
22,0.12882575473506155,0.03600314621143707,1.0,0.8247815053252043,0.6592424338947224
23,0.0344099192560558,0.009596527514784282,1.0,0.7119212107459063,0.5240949294125163
24,0.12674257764001035,0.03542051446383314,1.0,0.8233876491836423,0.6575719111430207
25,0.04798806756159955,0.013394121245666676,1.0,0.7403546965637018,0.5581135726157315
26,0.06385771067169962,0.017832609898913394,1.0,0.7647799838645024,0.5873563237924595
27,0.01194702064011866,0.0033140093803711366,1.0,0.6215083865483304,0.4162177193485588
28,0.0010332558391453976,0.0002616016546741632,1.0,0.41284115900422036,0.1746485861533287
29,0.015257189044155024,0.004239811227313776,1.0,0.6424071248393469,0.4410962169332524
30,0.03589522452482731,0.01001194395082588,1.0,0.7155337101416709,0.5284153860585197
31,0.05839353715138032,0.01630436682494829,1.0,0.7571324948685332,0.5781988734291225
32,0.06877817497021058,0.01920878608675387,1.0,0.771126089234476,0.5949564362816565
33,0.08636227282953779,0.024126780668278617,1.0,0.7905902498023323,0.6182717304796248
34,0.07959611362481148,0.02223439275206106,1.0,0.7836150338791779,0.60991561522525
35,3.7497187710921687e-05,1.1652634952078538e-05,0.28571428571428564,0.14576314144059124,0.01869849890392937
36,0.05862685298602605,0.016369621580679932,1.0,0.7574734042122578,0.5786070642417614
37,0.031814280595621997,0.008870568357269787,1.0,0.705216837768007,0.5160781192431005
38,0.02522727462107009,0.007172315717442627,0.9795918367346937,0.6853866017822161,0.49444186418108893
39,0.007682757126548843,0.0021213621930258977,1.0,0.5837910541410153,0.3714580207533978
40,0.04418418618603605,0.012330235674541905,1.0,0.733294571517047,0.5496640564176704
41,0.09753226841320235,0.027250852098930873,1.0,0.8009893839169607,0.6307310804595592
42,0.04439875342682632,0.01239024674454511,1.0,0.7337087141895632,0.5501596568119697
43,0.05941637710505046,0.01659043901302182,1.0,0.7586170380155492,0.5799764248676337
44,0.033609979251556135,0.009372796923704373,1.0,0.7099104862937552,0.5216903869106315
45,0.0923639060403803,0.02580534273312553,1.0,0.796334344308439,0.625153603792079
46,0.15904015532168422,0.044453637078684424,1.0,0.8427958471899184,0.6808342645613028
47,0.10573790299060905,0.029545838552742742,1.0,0.80789585902738,0.6390067143811213
48,0.061126665500087496,0.017068779677804645,1.0,0.7610431665168182,0.5828815184127866
49,0.015850894516244614,0.004405861275380896,1.0,0.64566951109139,0.44498377256167687
50,0.08839337049721271,0.024694846622192446,1.0,0.7925776953509441,0.6206527853665206
51,0.07006557841495221,0.019568852506773097,1.0,0.7727115888531919,0.5968553677640774
52,0.01855902473981118,0.005163282547266001,1.0,0.6591495555266114,0.461056669918399
53,0.02872284578656601,0.00800594284382556,1.0,0.6964787985361582,0.5056325779658754
54,0.0494546242365156,0.01380429399597984,1.0,0.7429282049856417,0.5611939072123215
55,0.055795815313851464,0.015577825035686195,1.0,0.7532420785946989,0.573540853060929
56,0.07894407919406045,0.022052029015061033,1.0,0.782911790830946,0.60907319683796
57,0.10264438500445801,0.02868063040755091,1.0,0.8053571874779903,0.6359646917866567
58,0.05700405802898116,0.015915751449296474,1.0,0.7550736148560514,0.5757337160330481
59,0.18903790549042157,0.05284353424418097,1.0,0.8575694803070508,0.6985440225582203
60,0.006974476914231433,0.0019232673988405628,1.0,0.5755303953040171,0.36168595921336905
61,0.03324542325992218,0.009270836367873686,1.0,0.7089782171900902,0.5205755825490022
62,0.034699480872267915,0.009677513327701226,1.0,0.7126375507341524,0.5249516114812296
63,0.016455015873809466,0.004574824482186034,1.0,0.6488660964613423,0.44879383845502974
64,0.028879084068694848,0.008049640224895854,1.0,0.6969425052197097,0.5061868060302114
65,0.03417035389012491,0.009529524863809829,1.0,0.7113239849388904,0.5233807140500013
66,0.05744985792732212,0.016040434643283714,1.0,0.7557396018904202,0.5765311103474188
68,0.027491688123390746,0.007661607480991639,1.0,0.6927340450058208,0.5011571963633717
69,0.035722320825938056,0.009963585515774753,1.0,0.7151209458216132,0.5279217039150387
70,0.051194077110883356,0.01429079150522912,1.0,0.7458834488140484,0.5647313912969463
71,0.026981309735103202,0.0075188627028286775,1.0,0.6911322447636467,0.4992430929998367
72,0.0017373696972727047,0.00045853118536429046,1.0,0.4569963890433716,0.22385033895237605
73,0.043988367539101236,0.012275468290267136,1.0,0.7329148573822853,0.54920966117061
74,0.11033130848519695,0.030830541556209397,1.0,0.8115315865929411,0.6433634610850149
75,0.054033447491438145,0.015084918577213275,1.0,0.7504981843938084,0.5702558026219624
76,0.1292590555708322,0.03612433361493868,1.0,0.8250685945873568,0.6595865102151993
77,0.06521385896057796,0.01821190316660355,1.0,0.7665765946292157,0.5895078610691076
78,0.02232540892766376,0.006216680746933901,1.0,0.6749416318658533,0.47990382820965005
79,0.2402465648409703,0.06716578786378069,1.0,0.878065592341823,0.723116233999174
80,0.02011307485271938,0.00559792583097853,1.0,0.666022318897285,0.4692568712571882
81,0.023339916172953695,0.006500422408017012,1.0,0.6787400174458238,0.48443951551722675
82,0.03385787732586723,0.00944213010166924,1.0,0.7105386725531325,0.5224415907707314
83,0.09828637852161089,0.02746176479156349,1.0,0.8016478954809922,0.6315201079179423
84,0.04737144714146439,0.013221662248375914,1.0,0.7392490876505516,0.5567902854084148
85,0.01653417660342141,0.004596964488594984,1.0,0.649276241155508,0.44928276130284717
86,0.04985667741586048,0.0139167419232674,1.0,0.7436204053567205,0.5620224621955786
87,0.004926713829796099,0.0013505403909459027,1.0,0.5458528020246661,0.32670054255831277
88,0.0021873359498037646,0.0005843796428467387,1.0,0.47660503811307076,0.2462022012750491
89,0.09854885883558734,0.02753517639176159,1.0,0.8018759164984834,0.6317933237928355
90,0.0161717037888825,0.0044955865645119,1.0,0.6473818763270289,0.4470246594165759
91,0.12455107533601648,0.034807585865353804,1.0,0.8218963659949098,0.6557846473160315
92,0.0017831995933638312,0.0004713490838115769,1.0,0.45921216987096225,0.22636301667937564
94,0.02661883692056429,0.007417484778745594,1.0,0.6899761363276747,0.4978616618105456
95,0.018800673282837122,0.005230867829988056,1.0,0.6602551877565693,0.4623756133216702
96,0.00217900324142356,0.0005820491158563231,1.0,0.4762799266510238,0.24582960211394067
97,0.06755951636960562,0.01886794651440557,1.0,0.7695976713711465,0.5931259202277728
