userID,artistID,sum_weight,mean_weight,num_artists,log_sum_weight,log_mean_weight,tag_count,fan_count,log_fan_count,word_count,char_count,log_word_count,log_char_count,log_tag_count,pictureURL_valid,tag_0_x,tag_1_x,tag_2_x,tag_3_x,tag_4_x,tag_5_x,tag_6_x,tag_7_x,tag_8_x,tag_9_x,tag_10_x,tag_11_x,tag_12_x,tag_13_x,tag_14_x,tag_15_x,tag_16_x,tag_17_x,tag_18_x,tag_19_x,tag_20_x,tag_21_x,tag_22_x,tag_23_x,tag_24_x,tag_25_x,tag_26_x,tag_27_x,tag_28_x,tag_29_x,tag_30_x,tag_31_x,tag_32_x,tag_33_x,tag_34_x,tag_35_x,tag_36_x,tag_37_x,tag_38_x,tag_39_x,tag_40_x,tag_41_x,tag_42_x,tag_43_x,tag_44_x,tag_45_x,tag_46_x,tag_47_x,tag_48_x,tag_49_x,tag_0_y,tag_1_y,tag_2_y,tag_3_y,tag_4_y,tag_5_y,tag_6_y,tag_7_y,tag_8_y,tag_9_y,tag_10_y,tag_11_y,tag_12_y,tag_13_y,tag_14_y,tag_15_y,tag_16_y,tag_17_y,tag_18_y,tag_19_y,tag_20_y,tag_21_y,tag_22_y,tag_23_y,tag_24_y,tag_25_y,tag_26_y,tag_27_y,tag_28_y,tag_29_y,tag_30_y,tag_31_y,tag_32_y,tag_33_y,tag_34_y,tag_35_y,tag_36_y,tag_37_y,tag_38_y,tag_39_y,tag_40_y,tag_41_y,tag_42_y,tag_43_y,tag_44_y,tag_45_y,tag_46_y,tag_47_y,tag_48_y,tag_49_y
2,51,0.3515028039563699,0.0982824016080636,1.0,0.9106034471694155,0.7621298938445368,0.4092373791621911,0.180327868852459,0.7032920134902956,0.0714285714285714,0.0884955752212389,0.1949875002403854,0.4422148490875525,0.8695526120707011,1.0,0.0,0.2097513519331779,0.0,0.0,0.0,0.421387423843983,0.0,0.0,0.0,0.5453824376738824,0.1111567188933601,0.0979221988423107,0.0,0.0,0.25249024852143,0.0,0.1067493688144038,0.0873843723695971,0.0,0.0,0.0,0.0,0.0,0.3011329869013392,0.0,0.0,0.0,0.2371822239826635,0.0,0.0,0.0,0.0,0.3074292301113304,0.2854674129574679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2363616836868319,0.0,0.4935684360411229,0.0668439083021867,0.0354018634379555,0.0420255394752915,0.0110174647710352,0.0,0.0,0.103145355445436,0.0114075199283366,0.0114115691722667,0.0307229209511551,0.0,0.0118801866722412,0.0528122532511979,0.0113002236320527,0.0105428140745917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347130900407923,0.0,0.0227747119841396,0.0,0.0810055338631969,0.0638474662549409,0.0,0.0,0.6216014058940165,0.2239122708157954,0.0107887010644168,0.0,0.0,0.0103580600977203,0.0,0.0,0.0819617469145051,0.0811569835852583,0.0306190630669171,0.1315998217789446,0.0306190630669171,0.0,0.0228312478732803,0.0313162786854135,0.0,0.5028438532342755
3,101,0.0427009640943595,0.0119154018702479,1.0,0.7303755519001858,0.5461710532754709,0.024704618689581,0.0065573770491803,0.1919447809543987,0.0,0.0265486725663716,0.0,0.2261449567729221,0.4648090003051995,1.0,0.0,0.0,0.0,0.0,0.0,0.6501517690176705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865695728217911,0.0,0.768608663260764,0.1797652265377122,0.0,0.0,0.0,0.0,0.0,0.1032473697152956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5336362416233427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5106463052815504,0.4426469838377674,0.0,0.0,0.0,0.0,0.0,0.5084647089304649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,72,0.0560937096384437,0.0156611413755935,1.0,0.7536973041620654,0.5740858778975094,0.7529538131041891,0.4606557377049181,0.86524435801505,0.0714285714285714,0.0973451327433628,0.1949875002403854,0.461969774066217,0.958551175094025,1.0,0.0,0.1119982024221125,0.0,0.0,0.2145653003727544,0.1687520732006273,0.0,0.0,0.0,0.0582421539495239,0.0,0.0,0.0,0.0,0.359517161030698,0.0,0.0,0.0,0.0,0.2076419423978242,0.0,0.0,0.0,0.0,0.0886154548455965,0.0669950766976264,0.0,0.0633225542713065,0.0,0.0,0.0,0.4838192339558724,0.0547179963754609,0.2286409847182733,0.0637986575480023,0.2442260038439727,0.2083427938486867,0.0,0.0,0.0,0.579410753146848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063103487654331,0.0,0.4221237829025404,0.0887092267269379,0.0156607236672253,0.1338540443008856,0.0365534723041412,0.0,0.0,0.1444899801596336,0.0378475876642363,0.0151444088582658,0.0679544985123861,0.0,0.0945978952907864,0.4030041335560175,0.0449899231972978,0.0139914751820744,0.0060641624395691,0.0074598490414045,0.0,0.0,0.0,0.0,0.0069658502199862,0.0230340464302303,0.0522426153521001,0.0453368259058468,0.008229798389612,0.1007843092791771,0.1129768242424325,0.0221041218802793,0.0062880198032024,0.4906932098817064,0.1881989514387058,0.0286355885860493,0.007761108236087,0.0175602285529604,0.0137462863108777,0.0,0.0,0.0753038745522074,0.0692384488000337,0.0101587170647258,0.1007581467717257,0.0101587170647257,0.0,0.0302995799541465,0.0554135335432392,0.0329345351532795,0.5127041131039324
5,154,0.0274062778624936,0.0076377195793398,1.0,0.6924680706119448,0.5008393556722374,0.6047261009667024,0.6426229508196721,0.9230584737764844,0.0,0.0707964601769911,0.0,0.397217012543241,0.9265388161142732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076574127116799,0.0855559976080668,0.0411928710354726,0.6337445512051177,0.0230754466143771,0.0,0.0,0.1600237167258451,0.0557489210102638,0.0079669585424406,0.0071497101998145,0.0,0.0082941226807111,0.221224456952536,0.0394461146568982,0.1398483474371033,0.0,0.0,0.0,0.0,0.0,0.0,0.0073289938795057,0.3574641435929687,0.0,0.007950054171105,0.0173176683741993,0.0565538113342712,0.0742915820798771,0.0077521512740161,0.0,0.0,0.0052107931047979,0.0527247330902737,0.0734913925331544,0.0277135174148826,0.0072314538108569,0.0091113439527497,0.0,0.5810171815293622,0.0566595455798173,0.0106883112383591,0.0565391305816717,0.0,0.0,0.0159395787321402,0.0,0.0086628695327885,0.0
6,239,0.0020998425118116,0.0005599091094473,1.0,0.4731281051807534,0.242220714360658,0.0311493018259935,0.0295081967213114,0.402297694885083,0.0714285714285714,0.0973451327433628,0.1949875002403854,0.461969774066217,0.497445052602512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5765727664322944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471570115179001,0.0,0.0,0.0,0.0,0.0,0.179197611402131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1569372718314226,0.0,0.0,0.0,0.0,0.2380805262610393,0.180272468029177,0.0,0.0,0.0,0.0,0.0,0.0913681132466359,0.0,0.0,0.0,0.0640853675712646,0.0,0.0,0.0,0.0,0.1120566129832599,0.9172811077266688,0.0,0.0,0.1314510748460979,0.0,0.1314510748460979,0.0,0.0,0.0,0.2130820268874191,0.0
7,288,0.2820538459615529,0.0788586244064439,1.0,0.8917827855021506,0.7395628301358197,0.5671321160042965,0.7918032786885246,0.9593640371494596,0.0,0.0530973451327433,0.0,0.3421441115406376,0.9171688144811574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6965621197328487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181623211669938,0.0,0.0,0.0,0.0,0.4225383859687637,0.0116089385069974,0.0,0.0548179113902407,0.0,0.0,0.3912961755787859,0.0,0.0,0.0,0.0,0.2158592603588407,0.1634467220942501,0.0,0.0,0.0,0.0,0.0157653547616734,0.1491124729097697,0.0,0.0073771053987663,0.0083432075068745,0.4474004489562685,0.0,0.0,0.0,0.0,0.0203195599209675,0.5613749540170097,0.0245406978885374,0.0180512343023686,0.0,0.023641893371291,0.0,0.0295292862169652,0.0,0.0325055812688723,0.3767282961439563,0.0
8,334,0.0755693323000775,0.0211081655839426,1.0,0.7791765832285911,0.604598924587067,0.0064446831364124,0.0065573770491803,0.1919447809543987,0.0714285714285714,0.0707964601769911,0.1949875002403854,0.397217012543241,0.2846007649175395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5809435227981427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1609180499887328,0.0,0.0,0.0,0.0,0.4744568165636988,0.0,0.0,0.0,0.0,0.0,0.0,0.2003908600489695,0.2310175150644847,0.1713502915053377,0.0,0.3127022269866494,0.0,0.0,0.0,0.725158051825847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4708037892683265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7690113008110497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6392351830311728,0.0
9,367,0.0533168345707405,0.0148844932560375,1.0,0.7493567841012526,0.5688893512770918,0.0139634801288936,0.021311475409836,0.3520351291457094,0.0714285714285714,0.0619469026548672,0.1949875002403854,0.3712135308641484,0.3859776028376078,1.0,0.0,0.0,0.0,0.0,0.0744203684276882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519565984758877,0.0,0.0,0.0,0.0,0.5601481941606815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4195226998592776,0.0,0.2643413806246554,0.0,0.0,0.0,0.0,0.0,0.0,0.7070965508709642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5696136445970407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3088049037829867,0.0,0.0,0.6227117118135989,0.0,0.0,0.0,0.0,0.0,0.3713807265048692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3450831257026622,0.0
10,416,0.0594122107508603,0.0165892737495266,1.0,0.7586110429788068,0.5799692464672467,0.0644468313641246,0.0885245901639344,0.5821883401434096,0.0714285714285714,0.0973451327433628,0.1949875002403854,0.461969774066217,0.6012393978166098,1.0,0.0,0.0,0.0,0.0,0.6457110689688356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456115719553123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500336432908431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605442363092389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437906457347698,0.3119031597080288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041718583834113,0.0,0.0,0.0,0.0,0.0,0.7406919097561986,0.0,0.0,0.0,0.150300759259864,0.0789766838328399,0.0412051529293083,0.0,0.0397704473480789,0.0,0.1601421418095266,0.0,0.0,0.1153124402421084,0.0,0.0,0.5147152270647505,0.1290700841610368,0.0,0.0,0.0,0.0,0.0,0.0,0.0460459105205611,0.0
11,455,0.0894037113883125,0.0249774230197803,1.0,0.793549378724873,0.6218169318794169,0.1374865735767991,0.1540983606557377,0.6763594743419433,0.0714285714285714,0.1238938053097345,0.1949875002403854,0.5132161673109564,0.7107760490938082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2457503998189425,0.1771162348443126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5037068227633792,0.0,0.0,0.0,0.1747590313878005,0.0,0.7885685797543077,0.1595586361638918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3803991507357986,0.0,0.0,0.0,0.1194930134918025,0.0,0.0,0.0,0.0,0.139871809830248,0.0,0.0405650689987153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0388822915224529,0.0,0.1728716034254464,0.1090040478941484,0.303315071092708,0.0,0.0,0.7900367391596264,0.0,0.0,0.0,0.0,0.0,0.0,0.0430553182702563,0.197936923388819,0.0,0.0345653455685357,0.0,0.0,0.0,0.0712865906181443,0.2118427191471858,0.0
